
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.80
2                       5.69
4                       5.65
8                       5.66
16                      5.68
32                      5.66
64                      5.69
128                     5.97
256                    10.07
512                    10.27
1024                   10.47
2048                   10.84
4096                   11.30
8192                    9.93
16384                  12.83
32768                  24.82
65536                  48.92
131072                 68.64
262144                111.47
