
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.94
2                       5.69
4                       5.63
8                       5.63
16                      5.66
32                      5.62
64                      5.66
128                     6.00
256                    10.05
512                    10.19
1024                   10.51
2048                   10.87
4096                   11.27
8192                   10.02
16384                  12.84
32768                  24.84
65536                  48.92
131072                 68.67
262144                111.49
