
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.82
2                       5.81
4                       5.78
8                       5.77
16                      5.80
32                      5.79
64                      5.84
128                     6.20
256                    10.13
512                    10.16
1024                   10.50
2048                   10.97
4096                   11.43
8192                   10.36
16384                  13.16
32768                  25.06
65536                  49.02
131072                 68.68
262144                111.43
