
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.98
2                       5.78
4                       5.69
8                       5.67
16                      5.66
32                      5.72
64                      5.80
128                     6.12
256                     9.98
512                    10.08
1024                   10.38
2048                   10.86
4096                   11.22
8192                   10.07
16384                  12.95
32768                  24.91
65536                  49.11
131072                 68.86
262144                111.51
