
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.73
2                       5.68
4                       5.68
8                       5.65
16                      5.66
32                      5.68
64                      5.71
128                     6.02
256                    10.05
512                    10.14
1024                   10.39
2048                   10.86
4096                   11.31
8192                   10.03
16384                  12.84
32768                  24.84
65536                  48.96
131072                 68.64
262144                111.42
