
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.63
2                       5.69
4                       5.64
8                       5.75
16                      5.67
32                      5.69
64                      5.73
128                     5.96
256                    10.10
512                    10.19
1024                   10.39
2048                   10.85
4096                   11.27
8192                    9.98
16384                  12.86
32768                  24.86
65536                  48.99
131072                 68.68
262144                111.50
