
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.70
2                       5.68
4                       5.64
8                       5.62
16                      5.68
32                      5.67
64                      5.68
128                     5.97
256                    10.05
512                    10.27
1024                   10.35
2048                   10.85
4096                   11.23
8192                    9.93
16384                  12.79
32768                  24.75
65536                  48.82
131072                 68.57
262144                111.47
