
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.89
2                       5.70
4                       5.68
8                       5.70
16                      5.64
32                      5.68
64                      5.67
128                     5.97
256                     9.89
512                    10.00
1024                   10.20
2048                   10.67
4096                   11.02
8192                    9.93
16384                  12.89
32768                  24.79
65536                  49.04
131072                 68.63
262144                111.41
