
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.74
2                       5.72
4                       5.62
8                       5.63
16                      5.63
32                      5.65
64                      5.70
128                     5.96
256                    10.10
512                    10.22
1024                   10.43
2048                   10.95
4096                   11.27
8192                    9.98
16384                  12.84
32768                  24.80
65536                  48.99
131072                 68.62
262144                111.52
