
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.44
2                       5.74
4                       5.64
8                       5.69
16                      5.71
32                      5.69
64                      5.68
128                     5.98
256                    10.07
512                    10.18
1024                   10.40
2048                   10.84
4096                   11.23
8192                    9.97
16384                  12.91
32768                  24.82
65536                  48.93
131072                 68.65
262144                111.42
