
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.53
2                       5.73
4                       5.69
8                       5.74
16                      5.70
32                      5.69
64                      5.72
128                     6.13
256                    10.11
512                    10.21
1024                   10.44
2048                   10.85
4096                   11.25
8192                    9.95
16384                  12.84
32768                  24.86
65536                  48.99
131072                 68.67
262144                111.60
