
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.76
2                       5.74
4                       5.73
8                       5.66
16                      5.66
32                      5.75
64                      5.74
128                     6.01
256                    10.09
512                    10.22
1024                   10.41
2048                   10.90
4096                   11.24
8192                    9.97
16384                  12.84
32768                  24.80
65536                  48.98
131072                 68.67
262144                111.51
