
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.62
2                       5.75
4                       5.66
8                       5.64
16                      5.68
32                      5.65
64                      5.69
128                     6.02
256                    10.08
512                    10.13
1024                   10.41
2048                   10.95
4096                   11.24
8192                   10.01
16384                  12.85
32768                  24.82
65536                  48.96
131072                 68.60
262144                111.43
