
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.19
2                       5.74
4                       5.64
8                       5.68
16                      5.66
32                      5.68
64                      5.81
128                     6.02
256                    10.11
512                    10.20
1024                   10.45
2048                   10.84
4096                   11.28
8192                    9.94
16384                  12.82
32768                  24.81
65536                  48.92
131072                 68.61
262144                111.44
