
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.49              3.25              2.77             55.12
2                       4.57              3.30              2.83             55.01
4                       4.64              3.35              2.81             54.25
8                       4.68              3.40              2.81             54.31
16                      4.59              3.32              2.79             54.58
32                      4.42              3.23              2.86             58.27
64                      4.45              3.25              2.78             56.84
128                     4.98              3.50              3.03             51.11
256                     9.00              6.03              5.38             44.82
512                     9.05              6.12              5.43             46.05
1024                    9.25              6.24              5.57             46.04
2048                    9.76              6.54              5.79             44.47
4096                    9.82              6.66              5.95             46.96
8192                   10.68              7.42              6.59             50.61
16384                  12.03              8.47              7.60             53.26
32768                  19.26             13.68             12.45             55.14
65536                  23.55             17.23             15.91             60.28
131072                 32.21             24.54             22.68             66.19
262144                 49.68             39.26             36.54             71.48
