
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.55              3.22              2.75             51.84
2                       5.74              3.36              2.85             16.29
4                       6.80              3.91              3.32             12.94
8                       4.65              3.35              2.84             54.21
16                      4.66              3.35              2.84             53.93
32                      4.55              3.30              2.89             56.82
64                      4.51              3.28              2.81             56.27
128                     5.01              3.51              3.04             50.75
256                     9.03              6.11              5.49             46.84
512                     9.16              6.22              5.60             47.40
1024                    9.54              6.42              5.68             44.90
2048                    9.82              6.60              5.78             44.15
4096                   10.02              6.76              6.07             46.20
8192                   10.82              7.49              6.69             50.22
16384                  12.48              8.86              7.96             54.59
32768                  19.71             14.03             12.92             55.96
65536                  23.99             17.61             16.21             60.63
131072                 32.69             24.87             23.09             66.17
262144                 50.52             39.83             37.08             71.17
