
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.44              3.23              2.83             57.09
2                       4.70              3.34              2.88             52.82
4                       4.68              3.35              2.84             53.47
8                       4.69              3.36              2.87             53.57
16                      4.70              3.36              2.82             52.27
32                      4.55              3.30              2.89             56.47
64                      4.65              3.35              2.84             54.14
128                     5.01              3.60              3.08             54.28
256                     9.10              6.15              5.55             46.80
512                     9.24              6.22              5.61             46.19
1024                    9.70              6.52              5.73             44.41
2048                    9.81              6.59              5.79             44.55
4096                   10.13              6.92              6.19             48.12
8192                   10.82              7.49              6.66             50.06
16384                  12.26              8.58              7.76             52.59
32768                  19.68             13.98             12.90             55.78
65536                  24.05             17.64             16.21             60.46
131072                 32.62             24.72             22.96             65.63
262144                 50.51             39.86             37.14             71.34
