
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.97              3.26              2.80             38.78
2                       6.65              3.86              2.84              1.67
4                       5.59              3.37              2.83             21.50
8                       5.58              4.21              3.67             62.62
16                      4.68              3.35              2.81             52.77
32                      4.47              3.25              2.88             57.66
64                      4.48              3.26              2.81             56.59
128                     5.00              3.63              3.09             55.62
256                     9.03              6.11              5.50             46.97
512                     9.16              6.20              5.58             46.91
1024                    9.43              6.36              5.64             45.57
2048                    9.80              6.56              5.79             44.15
4096                   10.02              6.75              6.09             46.24
8192                   10.81              7.47              6.61             49.48
16384                  12.40              8.67              7.82             52.19
32768                  19.53             13.89             12.70             55.60
65536                  23.88             17.42             16.05             59.77
131072                 32.56             24.76             23.03             66.13
262144                 50.36             39.69             36.94             71.10
