
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.57              3.26              2.77             52.68
2                       4.74              3.49              2.96             57.74
4                       4.68              3.36              2.84             53.35
8                       4.65              3.36              2.85             54.58
16                      4.71              3.36              2.87             52.73
32                      4.56              3.30              2.89             56.27
64                      4.62              3.35              2.84             55.22
128                     5.03              3.63              3.09             54.67
256                     9.01              6.11              5.49             47.14
512                     9.20              6.17              5.55             45.49
1024                    9.65              6.49              5.72             44.93
2048                    9.84              6.71              5.90             46.98
4096                   10.08              6.78              6.11             45.92
8192                   10.79              7.49              6.67             50.51
16384                  12.50              8.87              7.98             54.48
32768                  19.90             14.04             12.86             54.43
65536                  23.46             17.20             15.82             60.45
131072                 32.63             24.81             23.04             66.03
262144                 50.27             39.64             36.89             71.18
