
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.95              3.22              2.84             39.18
2                       7.93              5.47              4.32             43.17
4                       4.69              3.37              2.92             54.77
8                       4.62              3.32              2.82             53.93
16                      4.71              3.35              2.84             52.01
32                      4.52              3.31              2.91             58.29
64                      4.57              3.34              2.84             56.50
128                     5.04              3.63              3.08             54.29
256                     9.02              6.02              5.38             44.19
512                     9.07              6.12              5.54             46.71
1024                    9.57              6.46              5.68             45.21
2048                    9.78              6.66              5.91             47.26
4096                    9.83              6.67              6.04             47.58
8192                   10.82              7.49              6.73             50.50
16384                  12.24              8.60              7.77             53.15
32768                  19.69             14.05             12.90             56.28
65536                  24.08             17.60             16.16             59.90
131072                 32.87             24.81             23.01             64.98
262144                 50.41             39.68             37.05             71.03
