
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.53              3.27              2.78             54.48
2                       4.75              3.35              2.83             50.77
4                       4.68              3.35              2.82             53.03
8                       4.65              3.35              2.81             53.61
16                      4.67              3.35              2.84             53.62
32                      4.50              3.28              2.88             57.49
64                      4.51              3.27              2.83             56.34
128                     5.03              3.56              3.07             52.31
256                     9.05              6.12              5.50             46.70
512                     9.05              6.12              5.49             46.76
1024                    9.61              6.47              5.72             45.04
2048                    9.79              6.66              5.87             46.58
4096                    9.87              6.67              6.04             47.03
8192                   10.80              7.49              6.73             50.82
16384                  12.59              8.74              7.87             51.08
32768                  19.24             13.69             12.53             55.72
65536                  23.60             17.28             15.88             60.24
131072                 33.16             25.19             23.31             65.79
262144                 49.99             39.46             36.76             71.37
