
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.53              3.29              2.82             56.29
2                       4.72              3.36              2.88             52.69
4                       4.63              3.35              2.82             54.79
8                       4.64              3.35              2.82             54.49
16                      4.63              3.35              2.82             54.44
32                      4.47              3.27              2.88             58.30
64                      4.47              3.27              2.80             57.02
128                     4.99              3.51              3.05             51.48
256                     8.99              6.06              5.39             45.62
512                     9.12              6.19              5.46             46.28
1024                    9.24              6.25              5.57             46.33
2048                    9.77              6.59              5.80             45.19
4096                    9.81              6.66              5.96             47.29
8192                   10.65              7.40              6.59             50.52
16384                  12.01              8.45              7.64             53.42
32768                  19.26             13.69             12.50             55.46
65536                  23.49             17.23             15.85             60.50
131072                 33.26             25.33             23.44             66.18
262144                 50.30             39.50             36.59             70.47
