
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.50              3.23              2.80             54.77
2                       4.65              3.36              2.86             54.88
4                       4.68              3.35              2.83             53.15
8                       4.66              3.36              2.86             54.39
16                      4.64              3.35              2.84             54.53
32                      4.51              3.28              2.89             57.38
64                      4.51              3.28              2.81             56.01
128                     5.02              3.61              3.07             54.00
256                     9.08              6.11              5.43             45.30
512                     9.09              6.13              5.48             45.94
1024                    9.47              6.38              5.65             45.34
2048                    9.80              6.66              5.86             46.45
4096                   10.12              6.82              6.13             46.19
8192                   10.79              7.49              6.81             51.59
16384                  12.54              8.86              8.05             54.38
32768                  19.42             13.69             12.54             54.32
65536                  24.07             17.67             16.24             60.62
131072                 33.04             25.26             23.39             66.73
262144                 49.65             39.26             36.54             71.56
