
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.47              3.22              2.72             54.02
2                       4.69              3.36              2.83             53.05
4                       6.19              3.85              2.84             17.34
8                       4.68              3.35              2.85             53.33
16                      4.64              3.35              2.85             54.77
32                      4.61              3.39              2.91             58.04
64                      4.48              3.26              2.80             56.43
128                     4.99              3.62              3.07             55.43
256                     9.07              6.11              5.47             45.94
512                     9.12              6.15              5.47             45.68
1024                    9.30              6.25              5.57             45.23
2048                    9.82              6.67              5.93             46.84
4096                   10.00              6.74              6.08             46.50
8192                   10.79              7.49              6.72             51.00
16384                  12.50              8.72              7.87             51.99
32768                  19.76             14.08             12.94             56.10
65536                  23.99             17.63             16.22             60.76
131072                 32.89             24.99             23.15             65.89
262144                 50.21             39.61             36.89             71.27
