
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.41              3.23              2.78             57.51
2                       5.78              4.18              3.20             50.05
4                       6.30              4.38              3.84             49.85
8                       4.58              3.31              2.79             54.62
16                      4.58              3.32              2.80             55.23
32                      4.41              3.23              2.87             59.05
64                      4.41              3.23              2.78             57.54
128                     4.96              3.52              3.05             52.59
256                     8.98              6.08              5.39             46.36
512                     9.04              6.13              5.44             46.49
1024                    9.36              6.26              5.57             44.34
2048                    9.75              6.52              5.76             44.03
4096                    9.82              6.67              5.98             47.30
8192                   10.68              7.42              6.58             50.34
16384                  12.24              8.63              7.79             53.70
32768                  19.19             13.66             12.46             55.58
65536                  23.46             17.24             15.83             60.69
131072                 32.20             24.59             22.81             66.62
262144                 49.66             39.24             36.53             71.47
