
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.45              3.25              2.75             56.42
2                       4.67              3.35              2.84             53.82
4                       4.67              3.35              2.83             53.56
8                       4.68              3.43              2.97             58.02
16                      4.64              3.35              2.85             54.67
32                      4.57              3.33              2.91             57.35
64                      4.54              3.29              2.83             56.10
128                     5.01              3.63              3.08             55.23
256                     9.07              6.11              5.44             45.65
512                     9.11              6.14              5.45             45.47
1024                    9.31              6.27              5.61             45.91
2048                    9.80              6.67              5.91             46.95
4096                   10.14              6.88              6.14             47.09
8192                   10.79              7.49              6.79             51.48
16384                  12.49              8.86              7.95             54.24
32768                  20.23             14.06             12.94             52.32
65536                  24.05             17.65             16.20             60.53
131072                 32.64             24.75             23.02             65.71
262144                 50.32             39.70             36.97             71.25
