
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.50              3.28              2.79             56.11
2                       7.15              3.84              2.88              0.00
4                       7.26              5.56              4.86             65.15
8                       4.66              3.36              2.83             54.12
16                      5.11              3.89              3.28             63.09
32                      4.57              3.38              2.91             59.17
64                      4.50              3.28              2.82             56.80
128                     4.99              3.64              3.10             56.18
256                     9.04              6.11              5.47             46.41
512                     9.07              6.11              5.51             46.37
1024                    9.44              6.26              5.62             43.45
2048                    9.82              6.52              5.75             42.74
4096                    9.85              6.67              5.99             46.81
8192                   10.77              7.49              6.75             51.49
16384                  12.41              8.71              7.82             52.62
32768                  20.19             14.61             13.44             58.51
65536                  23.63             17.17             15.82             59.17
131072                 32.76             24.94             23.13             66.23
262144                 50.14             39.45             36.74             70.91
