
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.58              3.28              2.75             52.53
2                       4.68              3.40              2.81             54.38
4                       5.47              3.36              2.81             24.93
8                       5.75              4.43              3.72             64.50
16                      4.65              3.36              2.85             54.73
32                      4.45              3.25              2.87             58.18
64                      4.45              3.25              2.79             57.20
128                     4.98              3.50              3.04             51.08
256                     8.97              6.04              5.38             45.47
512                     9.05              6.12              5.44             46.21
1024                    9.24              6.25              5.56             46.16
2048                    9.74              6.53              5.77             44.32
4096                    9.84              6.67              6.03             47.32
8192                   10.69              7.38              6.58             49.58
16384                  12.04              8.46              7.70             53.55
32768                  19.23             13.68             12.44             55.35
65536                  23.48             17.22             15.83             60.40
131072                 32.20             24.55             22.68             66.31
262144                 49.66             39.24             36.54             71.50
