
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.56              3.26              2.76             52.88
2                       6.62              5.36              4.30             70.73
4                       7.90              5.86              5.15             60.33
8                       5.62              4.32              3.77             65.63
16                      4.60              3.32              2.80             54.39
32                      4.44              3.24              2.86             58.07
64                      4.41              3.22              2.78             57.32
128                     4.99              3.51              3.05             51.30
256                     9.05              6.08              5.41             45.24
512                     9.09              6.17              5.46             46.44
1024                    9.25              6.25              5.58             46.27
2048                    9.79              6.53              5.78             43.54
4096                    9.81              6.66              5.97             47.29
8192                   10.71              7.41              6.59             49.99
16384                  12.03              8.46              7.64             53.34
32768                  19.26             13.69             12.49             55.43
65536                  23.48             17.20             15.81             60.26
131072                 32.20             24.56             22.75             66.42
262144                 49.68             39.30             36.60             71.66
