
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.59              3.32              2.79             54.72
2                       8.19              5.53              4.90             45.73
4                       5.94              4.30              3.28             49.92
8                       4.64              3.33              2.81             53.60
16                      4.66              3.35              2.88             54.65
32                      4.58              3.37              2.91             58.40
64                      4.55              3.32              2.84             56.74
128                     5.01              3.63              3.07             55.03
256                     9.05              6.11              5.47             46.39
512                     9.11              6.16              5.49             46.25
1024                    9.45              6.39              5.66             45.89
2048                    9.77              6.66              5.86             46.87
4096                   10.01              6.75              6.08             46.27
8192                   10.78              7.48              6.67             50.43
16384                  12.50              8.85              8.00             54.36
32768                  19.71             13.92             12.75             54.55
65536                  23.43             17.17             15.83             60.46
131072                 32.23             24.54             22.70             66.13
262144                 50.61             39.84             37.07             70.94
