
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.45              3.23              2.78             56.05
2                       4.69              3.35              2.86             53.17
4                       4.65              3.36              2.89             55.40
8                       4.66              3.35              2.84             53.76
16                      4.69              3.35              2.84             52.64
32                      4.42              3.23              2.87             58.62
64                      4.51              3.27              2.84             56.44
128                     5.10              3.52              3.06             48.34
256                     9.05              6.12              5.56             47.35
512                     9.21              6.25              5.59             47.12
1024                    9.28              6.24              5.57             45.54
2048                    9.81              6.67              5.95             47.25
4096                    9.86              6.66              5.95             46.26
8192                   10.80              7.49              6.73             50.78
16384                  12.38              8.68              7.82             52.71
32768                  19.62             13.97             12.78             55.80
65536                  24.02             17.54             16.11             59.83
131072                 33.13             25.39             23.47             67.05
262144                 49.79             39.25             36.54             71.15
