
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.54              3.25              2.79             53.82
2                       5.15              3.35              2.83             36.56
4                       4.70              3.36              2.87             53.24
8                       5.13              3.89              3.29             62.18
16                      4.70              3.36              2.86             53.20
32                      4.68              3.49              2.93             59.11
64                      4.54              3.30              2.82             56.10
128                     5.03              3.63              3.08             54.51
256                     9.07              6.12              5.51             46.42
512                     9.19              6.23              5.60             47.19
1024                    9.72              6.51              5.71             43.79
2048                    9.83              6.67              5.90             46.40
4096                    9.89              6.67              5.96             45.92
8192                   10.85              7.50              6.76             50.45
16384                  12.07              8.50              7.66             53.46
32768                  19.30             13.70             12.50             55.24
65536                  23.90             17.39             16.02             59.35
131072                 32.69             24.86             23.09             66.08
262144                 50.35             39.73             36.97             71.27
