
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.47              3.25              2.77             56.24
2                       4.69              3.35              2.85             53.03
4                       4.64              3.35              2.83             54.29
8                       4.67              3.35              2.85             53.86
16                      4.63              3.35              2.82             54.72
32                      4.65              3.46              2.93             59.31
64                      4.54              3.29              2.82             55.66
128                     5.00              3.50              3.05             50.97
256                     9.06              6.11              5.50             46.47
512                     9.09              6.15              5.54             46.93
1024                    9.27              6.26              5.59             46.11
2048                    9.78              6.67              5.91             47.30
4096                    9.92              6.70              6.08             47.04
8192                   10.81              7.46              6.62             49.35
16384                  12.02              8.87              8.07             60.92
32768                  19.25             13.69             12.50             55.49
65536                  23.66             17.23             15.84             59.44
131072                 32.94             25.03             23.17             65.86
262144                 50.74             40.16             37.32             71.65
