661471

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.33
2                       6.29
4                       6.32
8                       6.34
16                      6.25
32                      6.62
64                      6.87
128                     6.98
256                     7.18
512                     7.84
1024                    9.57
2048                   10.97
4096                   14.63
8192                   22.07
16384                  46.93
32768                  85.62
65536                 149.83
131072                330.66
262144                673.77
