660223

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.41
2                       6.27
4                       6.06
8                       6.17
16                      5.99
32                      6.58
64                      6.85
128                     6.97
256                     7.05
512                     7.81
1024                    9.41
2048                   10.67
4096                   14.45
8192                   21.74
16384                  46.60
32768                  85.52
65536                 149.43
131072                330.20
262144                671.43
