654869

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.92
2                       6.00
4                       5.89
8                       5.80
16                      5.81
32                      6.25
64                      6.35
128                     6.55
256                     6.93
512                     7.59
1024                    9.18
2048                   10.85
4096                   14.57
8192                   22.05
16384                  46.92
32768                  85.79
65536                 149.78
131072                325.62
262144                670.32
