650762

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.49
2                       6.45
4                       6.15
8                       6.06
16                      5.83
32                      6.52
64                      6.79
128                     7.15
256                     7.22
512                     7.89
1024                    9.34
2048                   10.87
4096                   14.48
8192                   22.10
16384                  46.82
32768                  85.72
65536                 150.26
131072                334.57
262144                669.87
