658888

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.24
2                       6.10
4                       6.08
8                       6.26
16                      6.03
32                      6.44
64                      6.69
128                     6.74
256                     6.97
512                     7.74
1024                    9.27
2048                   10.63
4096                   14.38
8192                   21.81
16384                  46.78
32768                  85.78
65536                 149.74
131072                318.93
262144                639.34
