648173

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.10
2                       6.06
4                       5.88
8                       5.75
16                      5.97
32                      6.42
64                      6.53
128                     6.64
256                     6.89
512                     7.57
1024                    9.15
2048                   10.89
4096                   14.58
8192                   21.96
16384                  46.77
32768                  85.40
65536                 149.32
131072                323.00
262144                638.80
