660646

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.93
2                       6.33
4                       6.47
8                       6.44
16                      6.25
32                      6.73
64                      6.92
128                     7.00
256                     7.32
512                     7.88
1024                    9.55
2048                   10.83
4096                   14.59
8192                   22.04
16384                  46.81
32768                  85.91
65536                 149.79
131072                314.86
262144                642.83
