646132

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.17
2                       6.24
4                       6.19
8                       5.97
16                      5.90
32                      6.45
64                      6.53
128                     6.69
256                     6.90
512                     7.54
1024                    9.27
2048                   10.71
4096                   14.36
8192                   21.71
16384                  46.60
32768                  85.42
65536                 149.24
131072                319.03
262144                677.66
