652817

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.01
2                       5.71
4                       5.78
8                       5.69
16                      5.74
32                      6.18
64                      6.45
128                     6.47
256                     6.82
512                     7.49
1024                    9.29
2048                   10.91
4096                   14.66
8192                   22.22
16384                  46.75
32768                  85.25
65536                 150.83
131072                323.58
262144                671.63
