648813

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.86
2                       5.97
4                       5.96
8                       5.91
16                      6.13
32                      6.43
64                      6.63
128                     6.70
256                     6.87
512                     7.62
1024                    9.20
2048                   10.78
4096                   14.44
8192                   22.01
16384                  46.57
32768                  85.56
65536                 149.68
131072                318.71
262144                687.42
