657454

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.84
2                       5.86
4                       5.70
8                       5.83
16                      5.66
32                      6.14
64                      6.38
128                     6.60
256                     6.76
512                     7.55
1024                    9.07
2048                   10.74
4096                   14.34
8192                   21.96
16384                  46.70
32768                  85.21
65536                 149.43
131072                318.43
262144                634.15
