646855

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.46
2                       6.23
4                       6.12
8                       6.12
16                      6.02
32                      6.58
64                      6.65
128                     6.93
256                     7.14
512                     7.73
1024                    9.45
2048                   10.94
4096                   14.61
8192                   21.85
16384                  46.56
32768                  85.53
65536                 149.37
131072                320.89
262144                672.29
