654259

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.25
2                       5.96
4                       6.11
8                       6.09
16                      6.00
32                      6.44
64                      6.83
128                     6.95
256                     7.10
512                     8.02
1024                    9.35
2048                   10.78
4096                   14.40
8192                   22.04
16384                  46.70
32768                  85.46
65536                 149.20
131072                326.77
262144                671.97
