655590

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.08
2                       6.02
4                       5.96
8                       5.92
16                      5.98
32                      6.41
64                      6.60
128                     6.78
256                     6.89
512                     7.62
1024                    9.24
2048                   10.79
4096                   14.58
8192                   21.97
16384                  46.77
32768                  85.09
65536                 149.15
131072                342.10
262144                688.38
