1183034

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.05              1.57             14.20
2                       3.44              2.08              1.55             12.06
4                       3.36              2.03              1.52             11.97
8                       3.37              2.03              1.52             11.80
16                      4.06              2.48              1.86             15.22
32                      4.08              2.48              1.88             15.10
64                      4.08              2.48              1.88             14.65
128                     6.02              4.02              3.51             42.91
256                     6.22              4.17              3.54             42.06
512                     6.28              4.20              3.64             43.01
1024                    6.43              4.33              3.82             45.14
2048                    6.90              4.71              4.06             46.11
4096                    8.53              5.81              5.17             47.45
8192                   10.92              7.52              6.69             49.12
16384                  14.56              9.78              8.90             46.30
32768                  21.64             14.27             13.03             43.49
65536                  35.35             23.05             21.44             42.62
131072                 62.77             40.23             37.58             40.02
262144                196.38             90.66             85.08              0.00
