1183383

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.42              2.07              1.57             13.79
2                       3.45              2.05              1.53              9.03
4                       3.40              2.04              1.54             11.47
8                       3.40              2.04              1.54             12.09
16                      4.07              2.48              1.85             14.17
32                      4.09              2.48              1.88             14.35
64                      4.08              2.47              1.85             12.89
128                     6.01              4.01              3.48             42.53
256                     6.04              4.02              3.52             42.47
512                     6.23              4.17              3.60             42.70
1024                    6.42              4.33              3.72             43.85
2048                    6.84              4.65              4.06             46.16
4096                    8.65              5.93              5.23             48.06
8192                   10.96              7.52              6.73             48.97
16384                  14.57              9.79              8.85             45.94
32768                  21.71             14.30             13.15             43.67
65536                  35.49             23.05             21.32             41.67
131072                 63.24             40.50             37.80             39.83
262144                194.38             90.50             84.50              0.00
