1182619

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.48              2.08              1.58             11.75
2                       3.46              2.07              1.53              9.30
4                       3.41              2.04              1.53             11.03
8                       3.40              2.02              1.52              9.16
16                      4.10              2.48              1.87             13.37
32                      4.12              2.48              1.87             12.40
64                      4.11              2.48              1.86             12.17
128                     6.04              4.01              3.48             41.68
256                     6.03              4.01              3.50             42.16
512                     6.27              4.17              3.60             41.88
1024                    6.48              4.32              3.74             42.20
2048                    6.84              4.63              4.06             45.56
4096                    8.56              5.81              5.18             47.04
8192                   10.93              7.51              6.70             49.00
16384                  14.71              9.91              9.04             46.91
32768                  21.29             14.02             13.00             44.13
65536                  35.31             23.13             21.40             43.08
131072                 62.21             39.78             37.16             39.65
262144                192.22             88.97             83.51              0.00
