1182975

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.39              2.05              1.58             15.06
2                       3.40              2.04              1.54             11.55
4                       3.39              2.04              1.52             11.43
8                       3.39              2.04              1.53             11.57
16                      4.07              2.48              1.84             13.88
32                      4.06              2.48              1.85             14.41
64                      4.06              2.48              1.85             14.94
128                     6.08              4.02              3.50             41.39
256                     6.16              4.15              3.54             43.00
512                     6.22              4.16              3.61             43.07
1024                    6.40              4.31              3.73             43.74
2048                    6.78              4.63              4.06             47.04
4096                    8.68              5.97              5.32             49.06
8192                   11.15              7.70              6.82             49.38
16384                  14.49              9.77              8.82             46.46
32768                  21.29             14.07             12.98             44.37
65536                  35.06             22.94             21.27             43.03
131072                 63.99             41.84             39.01             43.24
262144                194.04             89.57             84.08              0.00
