1182380

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.43              2.06              1.67             17.71
2                       3.39              2.05              1.58             14.78
4                       3.38              2.04              1.55             13.45
8                       3.37              2.04              1.54             14.20
16                      4.07              2.49              1.87             15.24
32                      4.09              2.49              1.89             15.17
64                      4.10              2.48              1.89             14.51
128                     5.98              4.01              3.47             43.26
256                     6.15              4.16              3.52             43.33
512                     6.21              4.16              3.62             43.54
1024                    6.40              4.32              3.79             45.29
2048                    6.95              4.77              4.10             46.78
4096                    8.78              5.99              5.23             46.60
8192                   10.92              7.47              6.70             48.63
16384                  14.58              9.81              8.91             46.49
32768                  21.35             14.06             12.92             43.54
65536                  35.26             23.00             21.27             42.34
131072                 62.02             39.71             37.06             39.79
262144                192.04             89.14             83.66              0.00
