1183500

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.28              1.95              1.56             14.79
2                       3.26              1.90              1.51             10.41
4                       3.24              1.92              1.51             12.53
8                       3.21              1.89              1.50             12.47
16                      3.88              2.32              1.83             14.71
32                      3.90              2.32              1.85             14.69
64                      3.89              2.32              1.84             14.82
128                     6.02              4.01              3.44             41.68
256                     6.14              4.15              3.50             42.97
512                     6.20              4.16              3.58             42.93
1024                    6.24              4.17              3.73             44.47
2048                    6.89              4.72              4.06             46.75
4096                    8.55              5.84              5.18             47.78
8192                   10.88              7.51              6.71             49.80
16384                  14.38              9.67              8.78             46.41
32768                  21.58             14.40             13.08             45.12
65536                  35.04             22.81             21.16             42.22
131072                 61.96             39.55             37.03             39.48
262144                192.27             89.22             83.70              0.00
