1182801

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.46              2.08              1.56             11.20
2                       3.43              2.06              1.53             10.22
4                       3.37              2.04              1.51             11.77
8                       3.35              2.00              1.51             10.79
16                      4.05              2.47              1.82             13.72
32                      4.05              2.47              1.84             13.86
64                      4.08              2.47              1.86             13.28
128                     6.11              4.02              3.50             40.15
256                     6.23              4.17              3.55             41.69
512                     6.26              4.17              3.61             42.25
1024                    6.43              4.32              3.76             43.96
2048                    7.15              4.92              4.16             46.40
4096                    8.72              6.00              5.26             48.18
8192                   10.92              7.51              6.73             49.33
16384                  14.52              9.79              8.84             46.45
32768                  21.51             14.33             13.14             45.40
65536                  35.56             23.24             21.50             42.70
131072                 62.63             40.12             37.41             39.81
262144                192.88             89.90             84.43              0.00
