1182207

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.43              2.05              1.57             12.36
2                       3.29              1.92              1.54             10.88
4                       3.29              1.92              1.52             10.31
8                       3.31              1.93              1.53              9.18
16                      4.11              2.46              1.85             10.92
32                      4.06              2.44              1.87             13.35
64                      4.12              2.46              1.85             10.32
128                     6.09              4.01              3.48             40.35
256                     6.26              4.16              3.52             40.30
512                     6.31              4.18              3.62             41.25
1024                    6.50              4.33              3.75             42.16
2048                    6.98              4.74              4.09             45.24
4096                    8.68              5.93              5.23             47.45
8192                   10.96              7.53              6.72             48.91
16384                  14.61              9.80              8.88             45.88
32768                  21.85             14.54             13.32             45.06
65536                  35.39             23.02             21.29             41.90
131072                 63.07             40.40             37.77             39.97
262144                193.47             89.54             84.04              0.00
