1182264

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.42              2.07              1.57             14.29
2                       3.44              2.06              1.55             11.27
4                       3.40              2.05              1.51             10.64
8                       3.39              2.06              1.51             11.28
16                      4.07              2.48              1.83             13.53
32                      4.07              2.48              1.84             13.94
64                      4.07              2.47              1.86             14.08
128                     6.16              4.14              3.50             42.30
256                     6.03              4.01              3.52             42.63
512                     6.26              4.17              3.61             41.92
1024                    6.43              4.32              3.75             43.70
2048                    6.95              4.75              4.08             46.12
4096                    8.56              5.84              5.20             47.70
8192                   10.92              7.52              6.70             49.19
16384                  14.51              9.78              8.87             46.75
32768                  21.46             14.18             13.07             44.29
65536                  35.38             23.11             21.37             42.59
131072                 62.87             40.33             37.64             40.12
262144                195.09             90.19             84.63              0.00
