1182086

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.42              2.05              1.56             12.42
2                       3.44              2.05              1.53              9.62
4                       3.38              2.02              1.52             10.32
8                       3.38              2.01              1.52             10.08
16                      4.08              2.48              1.84             12.86
32                      4.10              2.47              1.85             11.91
64                      4.08              2.47              1.85             13.11
128                     6.04              4.01              3.45             41.18
256                     6.04              4.01              3.51             42.33
512                     6.25              4.17              3.62             42.42
1024                    6.42              4.32              3.73             43.75
2048                    6.83              4.65              4.07             46.55
4096                    8.73              6.00              5.22             47.77
8192                   10.95              7.52              6.75             49.17
16384                  14.64              9.91              8.90             46.78
32768                  21.43             14.20             13.11             44.89
65536                  35.54             23.06             21.29             41.35
131072                 62.90             40.26             37.60             39.78
262144                191.43             89.12             83.64              0.00
