1182679

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.45              2.08              1.57             12.70
2                       3.46              2.08              1.52              8.99
4                       3.38              2.03              1.50              9.64
8                       3.39              2.04              1.51             10.15
16                      4.10              2.47              1.87             12.90
32                      4.09              2.47              1.90             15.11
64                      4.10              2.48              1.90             14.36
128                     6.25              4.12              3.52             39.40
256                     6.37              4.32              3.70             44.70
512                     6.29              4.17              3.64             41.91
1024                    6.51              4.39              3.79             44.16
2048                    6.93              4.71              4.09             45.59
4096                    8.57              5.82              5.20             47.09
8192                   11.06              7.65              6.79             49.83
16384                  14.63              9.94              8.90             47.32
32768                  21.50             14.22             13.13             44.54
65536                  35.10             22.88             21.21             42.41
131072                 62.36             39.94             37.28             39.85
262144                191.77             89.04             83.57              0.00
