1182857

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.05              1.58             13.47
2                       3.42              2.04              1.55             10.93
4                       3.41              2.04              1.55             11.17
8                       3.39              2.03              1.53             11.22
16                      4.08              2.48              1.93             16.87
32                      4.09              2.48              1.88             14.38
64                      4.08              2.48              1.88             14.84
128                     6.02              4.01              3.52             42.82
256                     6.18              4.16              3.57             43.51
512                     6.33              4.25              3.65             43.11
1024                    6.43              4.32              3.78             44.11
2048                    7.00              4.78              4.14             46.56
4096                    8.74              6.00              5.25             47.74
8192                   10.95              7.51              6.75             49.12
16384                  14.73              9.86              9.08             46.42
32768                  21.97             14.64             13.33             44.99
65536                  35.88             23.40             21.68             42.43
131072                 63.58             40.57             37.90             39.28
262144                194.90             90.56             84.99              0.00
