1182742

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.31              1.98              1.55             14.54
2                       3.24              1.92              1.50             11.95
4                       3.19              1.87              1.49             11.31
8                       3.17              1.86              1.47             11.39
16                      3.89              2.33              1.82             14.50
32                      3.90              2.33              1.84             14.97
64                      3.89              2.33              1.83             14.75
128                     6.01              4.02              3.48             42.76
256                     6.18              4.16              3.51             42.55
512                     6.20              4.17              3.57             43.07
1024                    6.23              4.17              3.72             44.58
2048                    6.81              4.65              4.05             46.66
4096                    8.50              5.82              5.18             48.33
8192                   10.89              7.51              6.68             49.41
16384                  14.26              9.61              8.82             47.28
32768                  21.56             14.35             13.13             45.03
65536                  35.20             22.82             21.13             41.42
131072                 62.58             39.97             37.26             39.30
262144                193.75             89.50             83.98              0.00
