1182437

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.05              1.56             12.24
2                       3.38              2.02              1.51             10.04
4                       3.37              2.02              1.48              8.22
8                       3.37              2.02              1.50              9.27
16                      4.06              2.48              1.82             12.91
32                      4.08              2.48              1.81             11.46
64                      4.07              2.48              1.85             13.83
128                     6.02              4.01              3.48             42.25
256                     6.06              4.05              3.54             43.17
512                     6.29              4.17              3.60             40.89
1024                    6.42              4.32              3.75             44.05
2048                    6.83              4.65              4.06             46.18
4096                    8.68              5.96              5.21             47.80
8192                   10.96              7.52              6.73             48.93
16384                  14.88              9.82              8.98             43.68
32768                  21.75             14.45             13.20             44.74
65536                  35.45             23.16             21.51             42.87
131072                 63.02             40.21             37.61             39.33
262144                195.14             90.22             84.60              0.00
