1183268

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.04              1.53             10.96
2                       3.43              2.06              1.51              8.95
4                       3.36              2.03              1.49             10.77
8                       3.36              2.02              1.50             10.30
16                      4.05              2.47              1.80             12.08
32                      4.07              2.47              1.86             13.98
64                      4.09              2.47              1.85             12.36
128                     6.02              4.00              3.47             41.84
256                     6.14              4.12              3.51             42.42
512                     6.23              4.17              3.59             42.66
1024                    6.41              4.32              3.73             44.14
2048                    6.79              4.63              4.07             46.87
4096                    8.63              5.93              5.23             48.32
8192                   10.89              7.52              6.72             49.80
16384                  14.55              9.80              8.83             46.20
32768                  21.35             14.20             13.12             45.58
65536                  35.21             23.01             21.29             42.70
131072                 62.31             39.92             37.36             40.07
262144                191.05             88.65             83.25              0.00
