3241134

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     247.14            161.01            151.50             43.15
2                     180.87            133.93            125.95             62.73
4                     190.57            159.58            150.11             79.35
8                      77.10             56.00             52.45             59.77
16                    205.64            155.00            145.73             65.25
32                    235.48            136.45            128.26             22.79
64                    295.95            192.31            180.90             42.70
128                   346.43            199.78            187.94             21.97
256                   206.66             61.15             57.28              0.00
512                   163.74             88.70             83.27              9.88
1024                  177.29            133.45            125.43             65.05
2048                  264.88            196.03            184.41             62.66
4096                  179.65            130.76            122.89             60.22
8192                  306.66            146.69            137.90              0.00
16384                 290.37            162.53            152.82             16.35
32768                 691.14            332.70            313.22              0.00
65536                 686.11            314.24            295.87              0.00
131072                862.37            348.98            328.63              0.00
262144               1146.00            603.63            568.72              4.63
