3243343

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     189.48            118.23            111.17             35.91
2                     189.30            139.57            131.32             62.13
4                     191.70            133.20            125.28             53.30
8                     157.75            121.15            113.93             67.87
16                    149.26            107.76            101.27             59.02
32                    205.18            136.53            128.39             46.53
64                    277.31            217.03            204.30             70.49
128                   242.00            193.54            182.17             73.40
256                   170.27            116.72            109.68             51.18
512                   175.76            127.16            119.43             59.30
1024                  176.78            120.83            113.55             50.73
2048                  224.55            136.65            128.46             31.57
4096                  312.61            247.50            232.96             72.05
8192                  209.27            132.63            124.66             38.52
16384                 350.67            214.72            202.03             32.71
32768                 690.38            343.54            323.48              0.00
65536                 615.96            276.85            260.62              0.00
131072                877.85            419.95            395.56              0.00
262144               1204.08            556.31            524.11              0.00
